# Duration	Amplitude
-3.578578578578578639e+00 -8.625212691956546385e-02
-3.568568568568568633e+00 -8.713663824746735453e-02
-3.558558558558558627e+00 -8.793971777793874178e-02
-3.548548548548548620e+00 -8.866012307659287828e-02
-3.538538538538538614e+00 -8.929668412749801332e-02
-3.528528528528528607e+00 -8.984830482487946024e-02
-3.518518518518518601e+00 -9.031396440382399859e-02
-3.508508508508508594e+00 -9.069271880839226141e-02
-3.498498498498498588e+00 -9.098370199559428773e-02
-3.488488488488488581e+00 -9.118612717373562881e-02
-3.478478478478478575e+00 -9.129928797369331328e-02
-3.468468468468468568e+00 -9.132255955173657069e-02
-3.458458458458458562e+00 -9.125539962256207227e-02
-3.448448448448448556e+00 -9.109734942127158119e-02
-3.438438438438438549e+00 -9.084803459307820572e-02
-3.428428428428428543e+00 -9.050716600958744196e-02
-3.418418418418418536e+00 -9.007454051056056066e-02
-3.408408408408408530e+00 -8.955004157013024546e-02
-3.398398398398398523e+00 -8.893363988650217211e-02
-3.388388388388388073e+00 -8.822539389424058354e-02
-3.378378378378378066e+00 -8.742545019830225139e-02
-3.368368368368368060e+00 -8.653404392904932851e-02
-3.358358358358358053e+00 -8.555149901754002806e-02
-3.348348348348348047e+00 -8.447822839046376098e-02
-3.338338338338338041e+00 -8.331473408415783488e-02
-3.328328328328328034e+00 -8.206160727721173442e-02
-3.318318318318318028e+00 -8.071952824123775072e-02
-3.308308308308308021e+00 -7.928926620945567216e-02
-3.298298298298298015e+00 -7.777167916281385596e-02
-3.288288288288288008e+00 -7.616771353344010953e-02
-3.278278278278278002e+00 -7.447840382528959913e-02
-3.268268268268267995e+00 -7.270487215192959762e-02
-3.258258258258257989e+00 -7.084832769147671183e-02
-3.248248248248247982e+00 -6.891006605877325608e-02
-3.238238238238237976e+00 -6.689146859496657160e-02
-3.228228228228227970e+00 -6.479400157472788024e-02
-3.218218218218217963e+00 -6.261921533142231211e-02
-3.208208208208207957e+00 -6.036874330061616639e-02
-3.198198198198197950e+00 -5.804430098238119728e-02
-3.188188188188187944e+00 -5.564768482293239171e-02
-3.178178178178177937e+00 -5.318077101620567737e-02
-3.168168168168167931e+00 -5.064551422606015235e-02
-3.158158158158157924e+00 -4.804394622986012109e-02
-3.148148148148147918e+00 -4.537817448426664790e-02
-3.138138138138137911e+00 -4.265038061413965048e-02
-3.128128128128127905e+00 -3.986281882552694666e-02
-3.118118118118117899e+00 -3.701781424378280255e-02
-3.108108108108107892e+00 -3.411776117793484386e-02
-3.098098098098097886e+00 -3.116512131248517364e-02
-3.088088088088087879e+00 -2.816242182790201429e-02
-3.078078078078077873e+00 -2.511225345112552340e-02
-3.068068068068067866e+00 -2.201726843748263301e-02
-3.058058058058057860e+00 -1.888017848546632779e-02
-3.048048048048047853e+00 -1.570375258590644280e-02
-3.038038038038037847e+00 -1.249081480712003860e-02
-3.028028028028027840e+00 -9.244242017693785410e-03
-3.018018018018017834e+00 -5.966961548613165106e-03
-3.008008008008007828e+00 -2.661948796512669975e-03
-2.997997997997997821e+00 6.677752301152973776e-04
-2.987987987987987815e+00 4.019146419863501088e-03
-2.977977977977977808e+00 7.389060120552442407e-03
-2.967967967967967802e+00 1.077437375256862749e-02
-2.957957957957957795e+00 1.417190947133962868e-02
-2.947947947947947789e+00 1.757845687683652972e-02
-2.937937937937937782e+00 2.099077576793996827e-02
-2.927927927927927776e+00 2.440559893946399675e-02
-2.917917917917917769e+00 2.781963501957846266e-02
-2.907907907907907763e+00 3.122957134532939119e-02
-2.897897897897897757e+00 3.463207687391243322e-02
-2.887887887887887750e+00 3.802380512731287632e-02
-2.877877877877877744e+00 4.140139716788782814e-02
-2.867867867867867737e+00 4.476148460242457966e-02
-2.857857857857857731e+00 4.810069261218046649e-02
-2.847847847847847724e+00 5.141564300636938117e-02
-2.837837837837837718e+00 5.470295729653295441e-02
-2.827827827827827711e+00 5.795925978920361821e-02
-2.817817817817817705e+00 6.118118069424114541e-02
-2.807807807807807698e+00 6.436535924619574134e-02
-2.797797797797797692e+00 6.750844683603443586e-02
-2.787787787787787686e+00 7.060711015054059458e-02
-2.777777777777777679e+00 7.365803431668248302e-02
-2.767767767767767673e+00 7.665792604822900536e-02
-2.757757757757757666e+00 7.960351679187906149e-02
-2.747747747747747660e+00 8.249156587015565867e-02
-2.737737737737737653e+00 8.531886361831367283e-02
-2.727727727727727647e+00 8.808223451249715119e-02
-2.717717717717717640e+00 9.077854028638152051e-02
-2.707707707707707634e+00 9.340468303353356705e-02
-2.697697697697697627e+00 9.595760829272234615e-02
-2.687687687687687621e+00 9.843430811341806475e-02
-2.677677677677677615e+00 1.008318240987191305e-01
-2.667667667667667608e+00 1.031472504229595105e-01
-2.657657657657657602e+00 1.053777368212545501e-01
-2.647647647647647595e+00 1.075204915482587398e-01
-2.637637637637637589e+00 1.095727843034227517e-01
-2.627627627627627582e+00 1.115319491200558871e-01
-2.617617617617617576e+00 1.133953872155170073e-01
-2.607607607607607569e+00 1.151605697998838579e-01
-2.597597597597597563e+00 1.168250408404707119e-01
-2.587587587587587556e+00 1.183864197795941320e-01
-2.577577577577577550e+00 1.198424042030145076e-01
-2.567567567567567544e+00 1.211907724565140232e-01
-2.557557557557557537e+00 1.224293862081032580e-01
-2.547547547547547531e+00 1.235561929533880721e-01
-2.537537537537537524e+00 1.245692284616638917e-01
-2.527527527527527518e+00 1.254666191603466541e-01
-2.517517517517517511e+00 1.262465844553928573e-01
-2.507507507507507505e+00 1.269074389854047413e-01
-2.497497497497497498e+00 1.274475948071653597e-01
-2.487487487487487492e+00 1.278655635103967680e-01
-2.477477477477477485e+00 1.281599582595857045e-01
-2.467467467467467479e+00 1.283294957607752917e-01
-2.457457457457457473e+00 1.283729981512758966e-01
-2.447447447447447466e+00 1.282893948103058512e-01
-2.437437437437437460e+00 1.280777240886320223e-01
-2.427427427427427453e+00 1.277371349553413082e-01
-2.417417417417417447e+00 1.272668885599365640e-01
-2.407407407407407440e+00 1.266663597080157910e-01
-2.397397397397397434e+00 1.259350382488590159e-01
-2.387387387387387427e+00 1.250725303733160043e-01
-2.377377377377377421e+00 1.240785598204569712e-01
-2.367367367367367414e+00 1.229529689915197510e-01
-2.357357357357357408e+00 1.216957199697597525e-01
-2.347347347347347402e+00 1.203068954448831274e-01
-2.337337337337337395e+00 1.187866995408184273e-01
-2.327327327327327389e+00 1.171354585456593211e-01
-2.317317317317317382e+00 1.153536215426895217e-01
-2.307307307307307376e+00 1.134417609414788003e-01
-2.297297297297297369e+00 1.114005729081202489e-01
-2.287287287287287363e+00 1.092308776937611775e-01
-2.277277277277277356e+00 1.069336198606603561e-01
-2.267267267267267350e+00 1.045098684050892041e-01
-2.257257257257257343e+00 1.019608167764789464e-01
-2.247247247247247337e+00 9.928778279229892589e-02
-2.237237237237237331e+00 9.649220844823908072e-02
-2.227227227227227324e+00 9.357565962335413767e-02
-2.217217217217217318e+00 9.053982567991605834e-02
-2.207207207207207311e+00 8.738651895780584489e-02
-2.197197197197197305e+00 8.411767416336617120e-02
-2.187187187187187298e+00 8.073534765272408209e-02
-2.177177177177177292e+00 7.724171660967980857e-02
-2.167167167167167285e+00 7.363907811834792538e-02
-2.157157157157157279e+00 6.992984813082697704e-02
-2.147147147147147273e+00 6.611656033025914425e-02
-2.137137137137137266e+00 6.220186488973337979e-02
-2.127127127127127260e+00 5.818852712757440621e-02
-2.117117117117117253e+00 5.407942605964530941e-02
-2.107107107107107247e+00 4.987755284938307637e-02
-2.097097097097097240e+00 4.558600915637431999e-02
-2.087087087087087234e+00 4.120800538436299176e-02
-2.077077077077077227e+00 3.674685882967294176e-02
-2.067067067067067221e+00 3.220599173111161201e-02
-2.057057057057057214e+00 2.758892922251060878e-02
-2.047047047047047208e+00 2.289929718913976883e-02
-2.037037037037037202e+00 1.814082002931928159e-02
-2.027027027027027195e+00 1.331731832263849391e-02
-2.017017017017017189e+00 8.432706406268867388e-03
-2.007007007007007182e+00 3.490989860944141831e-03
-1.996996996996997176e+00 -1.503737091738532568e-03
-1.986986986986987169e+00 -6.547294278966870815e-03
-1.976976976976977163e+00 -1.163541835149942139e-02
-1.966966966966967156e+00 -1.676376564170029698e-02
-1.956956956956957150e+00 -2.192791510286186060e-02
-1.946946946946947143e+00 -2.712337132777633414e-02
-1.936936936936937137e+00 -3.234556764444433685e-02
-1.926926926926927131e+00 -3.758986928674103167e-02
-1.916916916916917124e+00 -4.285157663778674936e-02
-1.906906906906907118e+00 -4.812592854370099926e-02
-1.896896896896897111e+00 -5.340810569535636709e-02
-1.886886886886887105e+00 -5.869323407567934858e-02
-1.876876876876877098e+00 -6.397638846998626727e-02
-1.866866866866867092e+00 -6.925259603677767772e-02
-1.856856856856857085e+00 -7.451683993636096237e-02
-1.846846846846847079e+00 -7.976406301460976789e-02
-1.836836836836837072e+00 -8.498917153911421385e-02
-1.826826826826827066e+00 -9.018703898492716475e-02
-1.816816816816817060e+00 -9.535250986705721965e-02
-1.806806806806807053e+00 -1.004804036168114312e-01
-1.796796796796797047e+00 -1.055655184990473144e-01
-1.786786786786786596e+00 -1.106026355673484923e-01
-1.776776776776776590e+00 -1.155865226540925689e-01
-1.766766766766766583e+00 -1.205119383923535653e-01
-1.756756756756756577e+00 -1.253736362665262005e-01
-1.746746746746746570e+00 -1.301663686885427551e-01
-1.736736736736736564e+00 -1.348848910965116665e-01
-1.726726726726726557e+00 -1.395239660725791087e-01
-1.716716716716716551e+00 -1.440783674767922573e-01
-1.706706706706706544e+00 -1.485428845937157016e-01
-1.696696696696696538e+00 -1.529123262885304368e-01
-1.686686686686686532e+00 -1.571815251693304272e-01
-1.676676676676676525e+00 -1.613453417523119104e-01
-1.666666666666666519e+00 -1.653986686265377093e-01
-1.656656656656656512e+00 -1.693364346149510702e-01
-1.646646646646646506e+00 -1.731536089283022828e-01
-1.636636636636636499e+00 -1.768452053086486675e-01
-1.626626626626626493e+00 -1.804062861590833289e-01
-1.616616616616616486e+00 -1.838319666563524302e-01
-1.606606606606606480e+00 -1.871174188430206609e-01
-1.596596596596596473e+00 -1.902578756958493988e-01
-1.586586586586586467e+00 -1.932486351670663072e-01
-1.576576576576576461e+00 -1.960850641952094908e-01
-1.566566566566566454e+00 -1.987626026822477410e-01
-1.556556556556556448e+00 -2.012767674336948254e-01
-1.546546546546546441e+00 -2.036231560584538525e-01
-1.536536536536536435e+00 -2.057974508251506629e-01
-1.526526526526526428e+00 -2.077954224717415699e-01
-1.516516516516516422e+00 -2.096129339652064716e-01
-1.506506506506506415e+00 -2.112459442081695837e-01
-1.496496496496496409e+00 -2.126905116893238468e-01
-1.486486486486486402e+00 -2.139427980745697844e-01
-1.476476476476476396e+00 -2.149990717358181425e-01
-1.466466466466466390e+00 -2.158557112144463830e-01
-1.456456456456456383e+00 -2.165092086164439877e-01
-1.446446446446446377e+00 -2.169561729363249369e-01
-1.436436436436436370e+00 -2.171933333069368532e-01
-1.426426426426426364e+00 -2.172175421723453737e-01
-1.416416416416416357e+00 -2.170257783810270735e-01
-1.406406406406406351e+00 -2.166151501966588067e-01
-1.396396396396396344e+00 -2.159828982238508888e-01
-1.386386386386386338e+00 -2.151263982462301716e-01
-1.376376376376376331e+00 -2.140431639743436698e-01
-1.366366366366366325e+00 -2.127308497009169908e-01
-1.356356356356356319e+00 -2.111872528610687916e-01
-1.346346346346346312e+00 -2.094103164951534313e-01
-1.336336336336336306e+00 -2.073981316119723473e-01
-1.326326326326326299e+00 -2.051489394501701258e-01
-1.316316316316316293e+00 -2.026611336357065085e-01
-1.306306306306306286e+00 -1.999332622333703235e-01
-1.296296296296296280e+00 -1.969640296903826526e-01
-1.286286286286286273e+00 -1.937522986702159833e-01
-1.276276276276276267e+00 -1.902970917748392499e-01
-1.266266266266266260e+00 -1.865975931536809351e-01
-1.256256256256256254e+00 -1.826531499976899175e-01
-1.246246246246246248e+00 -1.784632739169599858e-01
-1.236236236236236241e+00 -1.740276422004719270e-01
-1.226226226226226235e+00 -1.693460989565978569e-01
-1.216216216216216228e+00 -1.644186561331025809e-01
-1.206206206206206222e+00 -1.592454944154700069e-01
-1.196196196196196215e+00 -1.538269640024763074e-01
-1.186186186186186209e+00 -1.481635852580238666e-01
-1.176176176176176202e+00 -1.422560492383492248e-01
-1.166166166166166196e+00 -1.361052180938118195e-01
-1.156156156156156189e+00 -1.297121253445678302e-01
-1.146146146146146183e+00 -1.230779760295339920e-01
-1.136136136136136177e+00 -1.162041467281412221e-01
-1.126126126126126170e+00 -1.090921854544806835e-01
-1.116116116116116164e+00 -1.017438114235431068e-01
-1.106106106106106157e+00 -9.416091468935125497e-02
-1.096096096096096151e+00 -8.634555565488959139e-02
-1.086086086086086144e+00 -7.829996445383312353e-02
-1.076076076076076138e+00 -7.002654020417810321e-02
-1.066066066066066131e+00 -6.152785013398299335e-02
-1.056056056056056125e+00 -5.280662857952238276e-02
-1.046046046046046119e+00 -4.386577585626470072e-02
-1.036036036036036112e+00 -3.470835700318125605e-02
-1.026026026026026106e+00 -2.533760040099501676e-02
-1.016016016016016099e+00 -1.575689626508150823e-02
-1.006006006006006093e+00 -5.969795013830984064e-03
-9.959959959959956421e-01 4.019994486620008869e-03
-9.859859859859856357e-01 1.420860680027271651e-02
-9.759759759759756292e-01 2.459202192066889392e-02
-9.659659659659656228e-01 3.516606739059494752e-02
-9.559559559559556163e-01 4.592642054079293379e-02
-9.459459459459456099e-01 5.686861084627923418e-02
-9.359359359359356034e-01 6.798802239877399511e-02
-9.259259259259255970e-01 7.927989649365844993e-02
-9.159159159159155905e-01 9.073933432977585034e-02
-9.059059059059055841e-01 1.023612998203052848e-01
-8.958958958958955776e-01 1.141406225128469565e-01
-8.858858858858855712e-01 1.260720006167643792e-01
-8.758758758758755647e-01 1.381500041357450470e-01
-8.658658658658655582e-01 1.503690781034555113e-01
-8.558558558558555518e-01 1.627235459200768730e-01
-8.458458458458455453e-01 1.752076127874293288e-01
-8.358358358358355389e-01 1.878153692403118635e-01
-8.258258258258255324e-01 2.005407947715988348e-01
-8.158158158158155260e-01 2.133777615485663304e-01
-8.058058058058055195e-01 2.263200382178362779e-01
-7.957957957957955131e-01 2.393612937962578124e-01
-7.857857857857855066e-01 2.524951016449745733e-01
-7.757757757757755002e-01 2.657149435238513879e-01
-7.657657657657654937e-01 2.790142137233707631e-01
-7.557557557557554873e-01 2.923862232710458531e-01
-7.457457457457454808e-01 3.058242042093254343e-01
-7.357357357357354743e-01 3.193213139419174840e-01
-7.257257257257254679e-01 3.328706396453876559e-01
-7.157157157157154614e-01 3.464652027428419268e-01
-7.057057057057054550e-01 3.600979634364459558e-01
-6.956956956956954485e-01 3.737618252954809650e-01
-6.856856856856854421e-01 3.874496398965903698e-01
-6.756756756756754356e-01 4.011542115128265973e-01
-6.656656656656654292e-01 4.148683018480588403e-01
-6.556556556556554227e-01 4.285846348132699157e-01
-6.456456456456454163e-01 4.422959013412252616e-01
-6.356356356356354098e-01 4.559947642359672981e-01
-6.256256256256254034e-01 4.696738630535559622e-01
-6.156156156156153969e-01 4.833258190104407492e-01
-6.056056056056053905e-01 4.969432399158341118e-01
-5.955955955955953840e-01 5.105187251244204250e-01
-5.855855855855853775e-01 5.240448705057239032e-01
-5.755755755755753711e-01 5.375142734264346522e-01
-5.655655655655653646e-01 5.509195377419798811e-01
-5.555555555555553582e-01 5.642532787936153094e-01
-5.455455455455453517e-01 5.775081284073020349e-01
-5.355355355355353453e-01 5.906767398906276334e-01
-5.255255255255253388e-01 6.037517930240298147e-01
-5.155155155155153324e-01 6.167259990425767446e-01
-5.055055055055053259e-01 6.295921056045650221e-01
-4.954954954954953195e-01 6.423429017431991905e-01
-4.854854854854853130e-01 6.549712227976275392e-01
-4.754754754754753066e-01 6.674699553196197233e-01
-4.654654654654653001e-01 6.798320419521857172e-01
-4.554554554554552936e-01 6.920504862764557119e-01
-4.454454454454452872e-01 7.041183576231591079e-01
-4.354354354354352807e-01 7.160287958450640700e-01
-4.254254254254252743e-01 7.277750160467688634e-01
-4.154154154154152678e-01 7.393503132682600620e-01
-4.054054054054052614e-01 7.507480671186919086e-01
-3.953953953953952549e-01 7.619617463568675308e-01
-3.853853853853852485e-01 7.729849134149507917e-01
-3.753753753753752420e-01 7.838112288619689672e-01
-3.653653653653652356e-01 7.944344558037157444e-01
-3.553553553553552291e-01 8.048484642157067714e-01
-3.453453453453452227e-01 8.150472352058926173e-01
-3.353353353353352162e-01 8.250248652038815189e-01
-3.253253253253252097e-01 8.347755700734798001e-01
-3.153153153153152033e-01 8.442936891454154713e-01
-3.053053053053051968e-01 8.535736891671711346e-01
-2.952952952952951904e-01 8.626101681669068322e-01
-2.852852852852851839e-01 8.713978592285278602e-01
-2.752752752752751775e-01 8.799316341750110793e-01
-2.652652652652651710e-01 8.882065071571743076e-01
-2.552552552552551646e-01 8.962176381451477658e-01
-2.452452452452451581e-01 9.039603363198729369e-01
-2.352352352352351517e-01 9.114300633620384673e-01
-2.252252252252251452e-01 9.186224366359294624e-01
-2.152152152152151388e-01 9.255332322657581212e-01
-2.052052052052051323e-01 9.321583881021145990e-01
-1.951951951951951258e-01 9.384940065762671368e-01
-1.851851851851851194e-01 9.445363574401227647e-01
-1.751751751751751129e-01 9.502818803897469246e-01
-1.651651651651651065e-01 9.557271875704320685e-01
-1.551551551551551000e-01 9.608690659613891016e-01
-1.451451451451450936e-01 9.657044796382370233e-01
-1.351351351351350871e-01 9.702305719115490446e-01
-1.251251251251250807e-01 9.744446673398161618e-01
-1.151151151151150742e-01 9.783442736152817565e-01
-1.051051051051050678e-01 9.819270833211982685e-01
-9.509509509509506131e-02 9.851909755591558016e-01
-8.508508508508505486e-02 9.881340174452334368e-01
-7.507507507507504840e-02 9.907544654738222878e-01
-6.506506506506504195e-02 9.930507667480722445e-01
-5.505505505505503550e-02 9.950215600760170531e-01
-4.504504504504502904e-02 9.966656769315350717e-01
-3.503503503503502259e-02 9.979821422794061814e-01
-2.502502502502501613e-02 9.989701752638304733e-01
-1.501501501501500968e-02 9.996291897598804654e-01
-5.005005005005003227e-03 9.999587947874611915e-01
5.005005005005003227e-03 9.999587947874611915e-01
1.501501501501500968e-02 9.996291897598804654e-01
2.502502502502501613e-02 9.989701752638304733e-01
3.503503503503502259e-02 9.979821422794061814e-01
4.504504504504502904e-02 9.966656769315350717e-01
5.505505505505503550e-02 9.950215600760170531e-01
6.506506506506504195e-02 9.930507667480722445e-01
7.507507507507504840e-02 9.907544654738222878e-01
8.508508508508505486e-02 9.881340174452334368e-01
9.509509509509506131e-02 9.851909755591558016e-01
1.051051051051050678e-01 9.819270833211982685e-01
1.151151151151150742e-01 9.783442736152817565e-01
1.251251251251250807e-01 9.744446673398161618e-01
1.351351351351350871e-01 9.702305719115490446e-01
1.451451451451450936e-01 9.657044796382370233e-01
1.551551551551551000e-01 9.608690659613891016e-01
1.651651651651651065e-01 9.557271875704320685e-01
1.751751751751751129e-01 9.502818803897469246e-01
1.851851851851851194e-01 9.445363574401227647e-01
1.951951951951951258e-01 9.384940065762671368e-01
2.052052052052051323e-01 9.321583881021145990e-01
2.152152152152151388e-01 9.255332322657581212e-01
2.252252252252251452e-01 9.186224366359294624e-01
2.352352352352351517e-01 9.114300633620384673e-01
2.452452452452451581e-01 9.039603363198729369e-01
2.552552552552551646e-01 8.962176381451477658e-01
2.652652652652651710e-01 8.882065071571743076e-01
2.752752752752751775e-01 8.799316341750110793e-01
2.852852852852851839e-01 8.713978592285278602e-01
2.952952952952951904e-01 8.626101681669068322e-01
3.053053053053051968e-01 8.535736891671711346e-01
3.153153153153152033e-01 8.442936891454154713e-01
3.253253253253252097e-01 8.347755700734798001e-01
3.353353353353352162e-01 8.250248652038815189e-01
3.453453453453452227e-01 8.150472352058926173e-01
3.553553553553552291e-01 8.048484642157067714e-01
3.653653653653652356e-01 7.944344558037157444e-01
3.753753753753752420e-01 7.838112288619689672e-01
3.853853853853852485e-01 7.729849134149507917e-01
3.953953953953952549e-01 7.619617463568675308e-01
4.054054054054052614e-01 7.507480671186919086e-01
4.154154154154152678e-01 7.393503132682600620e-01
4.254254254254252743e-01 7.277750160467688634e-01
4.354354354354352807e-01 7.160287958450640700e-01
4.454454454454452872e-01 7.041183576231591079e-01
4.554554554554552936e-01 6.920504862764557119e-01
4.654654654654653001e-01 6.798320419521857172e-01
4.754754754754753066e-01 6.674699553196197233e-01
4.854854854854853130e-01 6.549712227976275392e-01
4.954954954954953195e-01 6.423429017431991905e-01
5.055055055055053259e-01 6.295921056045650221e-01
5.155155155155153324e-01 6.167259990425767446e-01
5.255255255255253388e-01 6.037517930240298147e-01
