x, Amplitude
1.031473864241693850e+00 9.184055675801060525e-01
1.037763339023655362e+00 6.953106794105263777e-01
1.044052813805616875e+00 3.650371711905031069e-01
1.050342288587578388e+00 -2.150496835341508123e-02
1.056631763369539900e+00 -4.047322259307674086e-01
1.062921238151501413e+00 -7.255720605190296713e-01
1.069210712933463148e+00 -9.345686364081555730e-01
1.075500187715424660e+00 -9.995061898217620922e-01
1.081789662497386173e+00 -9.103749257568302111e-01
1.088079137279347686e+00 -6.809139771919059392e-01
1.094368612061309198e+00 -3.464935873160006619e-01
1.100658086843270711e+00 4.133703433765135993e-02
1.106947561625232446e+00 4.227957614864963354e-01
1.113237036407193958e+00 7.390826631173751382e-01
1.119526511189155471e+00 9.414437150787399178e-01
1.125815985971116984e+00 9.986859860041914505e-01
1.132105460753078496e+00 9.019858697159159888e-01
1.138394935535040009e+00 6.662491994326485978e-01
1.144684410317001522e+00 3.278135890648486983e-01
1.150973885098963256e+00 -6.115282594922036991e-02
1.157263359880924769e+00 -4.406928425323194398e-01
1.163552834662886282e+00 -7.523022891883742735e-01
1.169842309444847794e+00 -9.479481477626663377e-01
1.176131784226809307e+00 -9.974725999424566281e-01
1.182421259008770820e+00 -8.932417022251272209e-01
1.188710733790732554e+00 -6.513221196494338727e-01
1.195000208572694067e+00 -3.090045307443297085e-01
1.201289683354655580e+00 8.094454171943900322e-02
1.207579158136617092e+00 4.584164229951470659e-01
1.213868632918578605e+00 7.652257341709246541e-01
1.220158107700540118e+00 9.540793736675730052e-01
1.226447582482501630e+00 9.958665093461306350e-01
1.232737057264463365e+00 8.841458658594463227e-01
1.239026532046424878e+00 6.361386146271991171e-01
1.245316006828386390e+00 2.900738174726742447e-01
1.251605481610347903e+00 -1.007043896583151299e-01
1.257894956392309416e+00 -4.759595251089430712e-01
1.264184431174270928e+00 -7.778479101102823146e-01
1.270473905956232663e+00 -9.598349789324560621e-01
1.276763380738194176e+00 -9.938683465323880917e-01
1.283052855520155688e+00 -8.747019416457605390e-01
1.289342330302117201e+00 -6.207046621053459168e-01
1.295631805084078714e+00 -2.710289022635338774e-01
1.301921279866040226e+00 1.204245903221939640e-01
1.308210754648001739e+00 4.933152421619328987e-01
1.314500229429963474e+00 7.901638476611957396e-01
1.320789704211924986e+00 9.652126975779842244e-01
1.327079178993886499e+00 9.914788981770755738e-01
1.333368653775848012e+00 8.649136476529812878e-01
1.339658128557809524e+00 6.050263384243597109e-01
1.345947603339771037e+00 2.518772830918679650e-01
1.352237078121732772e+00 -1.400973798765499378e-01
1.358526552903694284e+00 -5.104767412157721340e-01
1.364816027685655797e+00 -8.021686980443359927e-01
1.371105502467617310e+00 -9.702104123986383666e-01
1.377394977249578822e+00 -9.886991050049837026e-01
1.383684452031540335e+00 -8.547848375282394162e-01
1.389973926813502070e+00 -5.891098161335347472e-01
1.396263401595463582e+00 -2.326264999419128399e-01
1.402552876377425095e+00 1.597150131525346684e-01
1.408842351159386608e+00 5.274372657956224453e-01
1.415131825941348120e+00 8.138577349552581497e-01
1.421421300723309633e+00 9.748261557962349944e-01
1.427710775505271146e+00 9.855300614194916209e-01
1.434000250287232880e+00 8.443194989797341288e-01
1.440289725069194393e+00 5.729613615608900590e-01
1.446579199851155906e+00 2.132841318387619090e-01
1.452868674633117418e+00 -1.792697666963873337e-01
1.459158149415078931e+00 -5.441901385502467825e-01
1.465447624197040444e+00 -8.252263564251461903e-01
1.471737098979002178e+00 -9.790581105545885787e-01
1.478026573760963691e+00 -9.819730150716965422e-01
1.484316048542925204e+00 -8.335217522067763785e-01
1.490605523324886716e+00 -5.565873323460622801e-01
1.496894998106848229e+00 -1.938577938644240051e-01
1.503184472888809742e+00 1.987539418100144062e-01
1.509473947670771476e+00 5.607287638808301500e-01
1.515763422452732989e+00 8.362700866326132632e-01
1.522052897234694502e+00 9.829046105549170687e-01
1.528342372016656014e+00 9.780293663692243289e-01
1.534631846798617527e+00 8.223958482776302370e-01
1.540921321580579040e+00 5.399941749373038391e-01
1.547210796362540552e+00 1.743551341598240101e-01
1.553500271144502287e+00 -2.181598675820479172e-01
1.559789745926463800e+00 -5.770466305376763527e-01
1.566079220708425312e+00 -8.469845776657997094e-01
1.572368695490386825e+00 -9.863641414318240486e-01
1.578658170272348338e+00 -9.737006679248778607e-01
1.584947645054309850e+00 -8.109461674558984257e-01
1.591237119836271585e+00 -5.231884220535663044e-01
1.597526594618233098e+00 -1.547838309137191948e-01
1.603816069400194610e+00 2.374799039078105412e-01
1.610105544182156123e+00 5.931373141836844276e-01
1.616395018964117636e+00 8.573656112341838664e-01
1.622684493746079148e+00 9.894353411694876144e-01
1.628973968528040661e+00 9.689886239453709971e-01
1.635263443310002396e+00 7.991772174759991243e-01
1.641552918091963909e+00 5.061766901125729357e-01
1.647842392873925421e+00 1.351515893397997603e-01
1.654131867655886934e+00 -2.567064444973047865e-01
1.660421342437848446e+00 -6.089944799236073347e-01
1.666710817219809959e+00 -8.674091003293191715e-01
1.673000292001771694e+00 -9.921170006378907669e-01
1.679289766783733207e+00 -9.638950895603957125e-01
1.685579241565694719e+00 -7.870936317685151007e-01
1.691868716347656232e+00 -4.889656766258771436e-01
1.698158191129617745e+00 -1.154661386431493769e-01
1.704447665911579257e+00 2.758319198697367636e-01
1.710737140693540770e+00 6.246118847980973721e-01
1.717026615475502505e+00 8.771110908338577428e-01
1.723316090257464017e+00 9.944080640688476302e-01
1.729605565039425530e+00 9.584220700922612135e-01
1.735895039821387043e+00 7.747001676359287492e-01
1.742184514603348555e+00 4.715621575621037898e-01
1.748473989385310068e+00 9.573522897726045866e-02
1.754763464167271803e+00 -2.948488003336999230e-01
1.761052938949233315e+00 -6.399833802415676454e-01
1.767342413731194828e+00 -8.864677630782868967e-01
1.773631888513156341e+00 -9.963076294716692871e-01
1.779921363295117853e+00 -9.525717202663800398e-01
1.786210838077079366e+00 -7.620017043797597811e-01
1.792500312859041101e+00 -4.539729846792405210e-01
1.798789787641002613e+00 -7.596662839278800483e-02
1.805079262422964126e+00 3.137495989514744732e-01
1.811368737204925639e+00 6.551029145028358647e-01
1.817658211986887151e+00 8.954754333447660919e-01
1.823947686768848664e+00 9.978149489882743861e-01
1.830237161550810177e+00 9.463463433629685229e-01
1.836526636332771911e+00 7.490032413795338906e-01
1.842816111114733424e+00 4.362050828271040737e-01
1.849105585896694937e+00 5.616811977932792410e-02
1.855395060678656449e+00 -3.325268744867684867e-01
1.861684535460617962e+00 -6.699645350277513289e-01
1.867974010242579475e+00 -9.041305553173764054e-01
1.874263485024541209e+00 -9.989294291876152920e-01
1.880552959806502722e+00 -9.397483903102420433e-01
1.886842434588464235e+00 -7.357098961245753799e-01
1.893131909370425747e+00 -4.182654472210295404e-01
1.899421384152387260e+00 -3.634749780121186713e-02
1.905710858934348773e+00 3.511732343342607865e-01
1.912000333716310507e+00 6.845623908027221871e-01
1.918289808498272020e+00 9.124297214783169130e-01
1.924579283280233533e+00 9.996506312993141963e-01
1.930868758062195045e+00 9.327804587194865604e-01
1.937158232844156558e+00 7.221269021991979509e-01
1.943447707626118071e+00 4.001611406878572974e-01
1.949737182408079583e+00 1.651256582882200744e-02
1.956026657190041318e+00 -3.696813374300936261e-01
1.962316131972002831e+00 -6.988907346581618718e-01
1.968605606753964343e+00 -9.203696644494137047e-01
1.974895081535925856e+00 -9.999782713864099337e-01
1.981184556317887369e+00 -9.254452918623793378e-01
1.987474031099848881e+00 -7.082596072222917538e-01
1.993763505881810616e+00 -3.818992908852880674e-01
2.000052980663772129e+00 3.328867133677708336e-03
2.006342455445733641e+00 3.880438971419932770e-01
2.012631930227695154e+00 7.129439255312534085e-01
2.018921405009656667e+00 9.279472582785434076e-01
2.025210879791618179e+00 9.999122204571408989e-01
2.031500354573579692e+00 9.177457775909647619e-01
2.037789829355541205e+00 6.941134707419087668e-01
2.044079304137502717e+00 3.634870874957924491e-01
2.050368778919464230e+00 -2.316898952258686015e-02
2.056658253701426187e+00 -4.062536841380935959e-01
2.062947728483387699e+00 -7.267164306867798240e-01
2.069237203265349212e+00 -9.351595196702712220e-01
2.075526678047310725e+00 -9.994525045157292009e-01
2.081816152829272237e+00 -9.096849472007015880e-01
2.088105627611233750e+00 -6.796940620859412974e-01
2.094395102393195263e+00 -3.449317793959050804e-01
2.100684577175156775e+00 4.299999029027674197e-02
2.106974051957118288e+00 4.243035292330679109e-01
2.113263526739079801e+00 7.402028278953710627e-01
2.119553001521041313e+00 9.420036091603517514e-01
2.125842476303002826e+00 9.985993045521457390e-01
2.132131951084964339e+00 9.012659742370796589e-01
2.138421425866926295e+00 6.650070581693590110e-01
2.144710900648887808e+00 3.262406718024492003e-01
2.151000375430849321e+00 -6.281406198026855126e-02
2.157289850212810833e+00 -4.421863262106472958e-01
2.163579324994772346e+00 -7.533978075682331577e-01
2.169868799776733859e+00 -9.484768322337197022e-01
2.176158274558695371e+00 -9.973529564708455419e-01
2.182447749340656884e+00 -8.924921732460995294e-01
2.188737224122618397e+00 -6.500582412593653991e-01
2.195026698904579909e+00 -3.074211233965448709e-01
2.201316173686541422e+00 8.260340380095486379e-02
2.207605648468502935e+00 4.598950346213098173e-01
2.213895123250464891e+00 7.662961748475489721e-01
2.220184598032426404e+00 9.545766403852269377e-01
2.226474072814387917e+00 9.957139509585377635e-01
2.232763547596349429e+00 8.833669984694837440e-01
2.239053022378310942e+00 6.348534966986997263e-01
2.245342497160272455e+00 2.884805434262163737e-01
2.251631971942233967e+00 -1.023602246970656132e-01
2.257921446724195480e+00 -4.774226825542284280e-01
2.264210921506156993e+00 -7.788928516516002709e-01
2.270500396288118505e+00 -9.603006321229963227e-01
2.276789871070080018e+00 -9.936829332909909995e-01
2.283079345852041531e+00 -8.738940424846138866e-01
2.289368820634003043e+00 -6.193988105887926476e-01
2.295658295415965000e+00 -2.694263887897519472e-01
2.301947770197926513e+00 1.220767464166064853e-01
2.308237244979888025e+00 4.947623693818571922e-01
2.314526719761849538e+00 7.911828786741892383e-01
2.320816194543811051e+00 9.656465539139695853e-01
2.327105669325772563e+00 9.912607030789800655e-01
2.333395144107734076e+00 8.640770347901963744e-01
2.339684618889695589e+00 6.037002674329342566e-01
2.345974093671657101e+00 2.502661610996564923e-01
2.352263568453618614e+00 -1.417452065734649824e-01
2.358553043235580127e+00 -5.119072684769575554e-01
2.364842518017541639e+00 -8.031614173369323595e-01
2.371131992799503152e+00 -9.706123010710008270e-01
2.377421467581465109e+00 -9.884482139535095691e-01
2.383710942363426621e+00 -8.539198403379484326e-01
2.390000417145388134e+00 -5.877640477408059283e-01
2.396289891927349647e+00 -2.310074037292676741e-01
2.402579366709311159e+00 1.613578617033168683e-01
2.408868841491272672e+00 5.288506299001125566e-01
2.415158316273234185e+00 8.148237516942978820e-01
2.421447791055195697e+00 9.751959185815934905e-01
2.427737265837157210e+00 9.852465731903382595e-01
2.434026740619118723e+00 8.434264580109672726e-01
2.440316215401080235e+00 5.715964255953313033e-01
2.446605690183041748e+00 2.116576988432087303e-01
2.452895164965003261e+00 -1.809069903122251244e-01
2.459184639746965217e+00 -5.455857830572239386e-01
2.465474114528926730e+00 -8.261652902902697493e-01
2.471763589310888243e+00 -9.793956018774799821e-01
2.478053064092849755e+00 -9.816570412740607265e-01
2.484342538874811268e+00 -8.326010190493724483e-01
2.490632013656772781e+00 -5.552037661823427950e-01
2.496921488438734293e+00 -1.922246644118797698e-01
2.503210963220695806e+00 2.003848959167286448e-01
2.509500438002657319e+00 5.621061393256030492e-01
2.515789912784618831e+00 8.371815679659209142e-01
2.522079387566580344e+00 9.832096975451503074e-01
2.528368862348541857e+00 9.776810314018521408e-01
2.534658337130503369e+00 8.214477854238383392e-01
2.540947811912465326e+00 5.385925232848163269e-01
2.547237286694426839e+00 1.727159512126811569e-01
2.553526761476388351e+00 -2.197839100736648232e-01
2.559816236258349864e+00 -5.784051946481473250e-01
2.566105711040311377e+00 -8.478682476175207761e-01
2.572395185822272889e+00 -9.866367039767923730e-01
2.578684660604234402e+00 -9.733201089270931972e-01
2.584974135386195915e+00 -8.099711481576572503e-01
2.591263610168157427e+00 -5.217692367420248001e-01
2.597553084950118940e+00 -1.531392398176007197e-01
2.603842559732080453e+00 2.390963953995119406e-01
2.610132034514041965e+00 5.944765320937461794e-01
2.616421509296003478e+00 8.582211219038147210e-01
2.622710984077965435e+00 9.896752719614289040e-01
2.629000458859926947e+00 9.685759907430909754e-01
2.635289933641888460e+00 7.981756255979793879e-01
2.641579408423849973e+00 5.047405298745651914e-01
2.647868883205811485e+00 1.335022375695145147e-01
2.654158357987772998e+00 -2.583147485770840301e-01
2.660447832769734511e+00 -6.103138243837432642e-01
2.666737307551696023e+00 -8.682361149026838198e-01
2.673026782333657536e+00 -9.923242052161532767e-01
2.679316257115619049e+00 -9.634505446071389700e-01
2.685605731897580561e+00 -7.860658616370265195e-01
2.691895206679542074e+00 -4.875131068771218490e-01
2.698184681461504031e+00 -1.138126755477815583e-01
2.704474156243465544e+00 2.774314033490086762e-01
2.710763631025427056e+00 6.259108363829817279e-01
2.717053105807388569e+00 8.779092837156802220e-01
2.723342580589350082e+00 9.945824608570799086e-01
2.729632055371311594e+00 9.579457884051814087e-01
2.735921530153273107e+00 7.736466238836225973e-01
2.742211004935234619e+00 4.700937501786379702e-01
2.748500479717196132e+00 9.407830552452127459e-02
2.754789954499157645e+00 -2.964388334964231375e-01
2.761079429281119157e+00 -6.412614275544636921e-01
2.767368904063080670e+00 -8.872368200203520905e-01
2.773658378845042183e+00 -9.964491498099319333e-01
2.779947853627004140e+00 -9.520638893573645234e-01
2.786237328408965652e+00 -7.609228017863407523e-01
2.792526803190927165e+00 -4.524893177724458870e-01
2.798816277972888678e+00 -7.430689691274397490e-02
2.805105752754850190e+00 3.153295558023160861e-01
2.811395227536811703e+00 6.563595543771194585e-01
2.817684702318773216e+00 8.962150515697120401e-01
2.823974177100734728e+00 9.979235371600694293e-01
2.830263651882696241e+00 9.458071631648453659e-01
2.836553126664657754e+00 7.478994047085364416e-01
2.842842601446619266e+00 4.347067405160306985e-01
2.849132076228580779e+00 5.450623370753642644e-02
2.855421551010542291e+00 -3.340961329973942129e-01
2.861711025792504248e+00 -6.711992727248320412e-01
2.868000500574465761e+00 -9.048404436378122417e-01
2.874289975356427274e+00 -9.990050424418254194e-01
2.880579450138388786e+00 -9.391780730980057168e-01
2.886868924920350299e+00 -7.345815599559762932e-01
2.893158399702311812e+00 -4.167530194023512102e-01
2.899447874484273324e+00 -3.468411142150627097e-02
2.905737349266234837e+00 3.527311766882684219e-01
2.912026824048196350e+00 6.857747402068566922e-01
2.918316298830157862e+00 9.131096004115096809e-01
2.924605773612119375e+00 9.996932398670346220e-01
2.930895248394080888e+00 9.321792290267981729e-01
2.937184723176042400e+00 7.209745107585011636e-01
2.943474197958004357e+00 3.986352228037829404e-01
2.949763672739965870e+00 1.484833401569205652e-02
2.956053147521927382e+00 -3.712273502662600255e-01
2.962342622303888895e+00 -7.000802184679619788e-01
2.968632097085850408e+00 -9.210192663273306657e-01
2.974921571867811920e+00 -9.999878584926658043e-01
2.981211046649773433e+00 -9.248133863931011778e-01
2.987500521431734946e+00 -7.070836142054636175e-01
2.993789996213696458e+00 -3.803604836890469576e-01
3.000079470995657971e+00 4.993289172852876691e-03
3.006368945777619484e+00 3.895773717956887428e-01
3.012658420559580996e+00 7.141100754474127843e-01
3.018947895341542953e+00 9.285663273531982176e-01
3.025237370123504466e+00 9.998887823274922315e-01
3.031526844905465978e+00 9.170834451259975983e-01
3.037816319687427491e+00 6.929143391369350091e-01
3.044105794469389004e+00 3.619359968150911988e-01
3.050395269251350516e+00 -2.483294650559302388e-02
3.056684744033312029e+00 -4.077740168810572996e-01
3.062974218815273542e+00 -7.278587875966168186e-01
3.069263693597235054e+00 -9.357478122144248234e-01
3.075553168379196567e+00 -9.993960503777588045e-01
3.081842643161158080e+00 -9.089924485000812071e-01
3.088132117943119592e+00 -6.784722639904313679e-01
3.094421592725081105e+00 -3.433690158944922577e-01
3.100711067507043062e+00 4.466282711797786575e-02
3.107000542289004574e+00 4.258101215109251769e-01
3.113290017070966087e+00 7.413209420534405680e-01
3.119579491852927600e+00 9.425608935635019225e-01
3.125868966634889112e+00 9.985098566318214575e-01
3.132158441416850625e+00 9.005435819372057393e-01
3.138447916198812138e+00 6.637630746046782049e-01
3.144737390980773650e+00 3.246668507396716641e-01
3.151026865762735163e+00 -6.447512399443393327e-02
3.157316340544696676e+00 -4.436785848786393149e-01
3.163605815326658188e+00 -7.544912387734707959e-01
3.169895290108619701e+00 -9.490028890932260541e-01
3.176184764890581214e+00 -9.972305499837781362e-01
3.182474239672543170e+00 -8.917401717525470506e-01
3.188763714454504683e+00 -6.487925619812876521e-01
3.195053189236466196e+00 -3.058368643850259416e-01
3.201342664018427708e+00 8.426203704229569269e-02
3.207632138800389221e+00 4.613723721779154352e-01
3.213921613582350734e+00 7.673644926165401614e-01
3.220211088364312246e+00 9.550712625927212374e-01
3.226500563146273759e+00 9.955586340961072311e-01
3.232790037928235272e+00 8.825856838449190889e-01
3.239079512710196784e+00 6.335666200046351504e-01
3.245368987492158297e+00 2.868864701881032042e-01
3.251658462274119810e+00 -1.040157761622732130e-01
3.257947937056081322e+00 -4.788845173721846815e-01
3.264237411838043279e+00 -7.799356353881343740e-01
3.270526886620004792e+00 -9.607636249459524658e-01
3.276816361401966304e+00 -9.934947672013730857e-01
3.283105836183927817e+00 -8.730837223322427398e-01
3.289395310965889330e+00 -6.180912431215435099e-01
3.295684785747850842e+00 -2.678231289109673230e-01
3.301974260529812355e+00 1.237285643158360371e-01
3.308263735311773868e+00 4.962081259374986342e-01
3.314553210093735380e+00 7.921997178347383040e-01
3.320842684875696893e+00 9.660777350722801193e-01
3.327132159657658406e+00 9.910397618430962785e-01
3.333421634439619918e+00 8.632380281327428628e-01
3.339711109221581431e+00 6.023725239812512955e-01
3.346000584003543388e+00 2.486543457828717385e-01
3.352290058785504900e+00 -1.433926405867464726e-01
3.358579533567466413e+00 -5.133363775765236170e-01
3.364869008349427926e+00 -8.041519115923552175e-01
3.371158483131389438e+00 -9.710115008088514577e-01
3.377447957913350951e+00 -9.881945845558188779e-01
3.383737432695312464e+00 -8.530524774919446829e-01
3.390026907477273976e+00 -5.864166510367392338e-01
3.396316382259235489e+00 -2.293876675455913949e-01
3.402605857041197002e+00 1.630002632365298854e-01
3.408895331823158514e+00 5.302625289039398782e-01
3.415184806605120027e+00 8.157875110874311941e-01
3.421474281387081540e+00 9.755629797342050269e-01
3.427763756169043496e+00 9.849603554846294573e-01
3.434053230951005009e+00 8.425310804568080236e-01
3.440342705732966522e+00 5.702299061083393461e-01
3.446632180514928034e+00 2.100306794819708778e-01
3.452921655296889547e+00 -1.825437127526748637e-01
3.459211130078851060e+00 -5.469799161013049194e-01
3.465500604860812572e+00 -8.271019353894378812e-01
3.471790079642774085e+00 -9.797303799330410179e-01
3.478079554424735598e+00 -9.813383479441273316e-01
3.484369029206697110e+00 -8.316779792968166385e-01
3.490658503988658623e+00 -5.538186619105840425e-01
3.496947978770620136e+00 -1.905910024300158101e-01
3.503237453552582092e+00 2.020152948874086030e-01
3.509526928334543605e+00 5.634819575403799963e-01
3.515816403116505118e+00 8.380907300143823901e-01
3.522105877898466630e+00 9.835120607016943906e-01
3.528395352680428143e+00 9.773299879171104543e-01
3.534684827462389656e+00 8.204974468732403325e-01
3.540974302244351168e+00 5.371893795432722829e-01
3.547263777026312681e+00 1.710762897821568318e-01
3.553553251808274194e+00 -2.214073436872278089e-01
3.559842726590235706e+00 -5.797621563745555262e-01
3.566132201372197219e+00 -8.487495686785361260e-01
3.572421676154158732e+00 -9.869065331940537478e-01
3.578711150936120244e+00 -9.729368534932245627e-01
