x, Amplitude
1.427710775505271146e+00 9.902242534911989136e-01
1.434000250287232880e+00 9.794992993811165727e-01
1.440289725069194393e+00 9.649009686947395137e-01
1.446579199851155906e+00 9.464869897348529015e-01
1.452868674633117418e+00 9.243301795773086749e-01
1.459158149415078931e+00 8.985181561198681832e-01
1.465447624197040444e+00 8.691529916020005464e-01
1.471737098979002178e+00 8.363508089657767375e-01
1.478026573760963691e+00 8.002413226540323610e-01
1.484316048542925204e+00 7.609673256616686920e-01
1.490605523324886716e+00 7.186841248685391648e-01
1.496894998106848229e+00 6.735589268868676927e-01
1.503184472888809742e+00 6.257701768518073582e-01
1.509473947670771476e+00 5.755068527698896652e-01
1.515763422452732989e+00 5.229677182158032345e-01
1.522052897234694502e+00 4.683605363326623916e-01
1.528342372016656014e+00 4.119012482439941003e-01
1.534631846798617527e+00 3.538131191263396702e-01
1.540921321580579040e+00 2.943258553192839577e-01
1.547210796362540552e+00 2.336746959642558574e-01
1.553500271144502287e+00 1.720994827641701974e-01
1.559789745926463800e+00 1.098437115425006799e-01
1.566079220708425312e+00 4.715356935230757135e-02
1.572368695490386825e+00 -1.572303905703963112e-02
1.578658170272348338e+00 -7.853747156566701082e-02
1.584947645054309850e+00 -1.410413319249172737e-01
1.591237119836271585e+00 -2.029874520267615501e-01
1.597526594618233098e+00 -2.641308693166053434e-01
1.603816069400194610e+00 -3.242297954843688101e-01
1.610105544182156123e+00 -3.830465726031661022e-01
1.616395018964117636e+00 -4.403486129346182443e-01
1.622684493746079148e+00 -4.959093186843858136e-01
1.628973968528040661e+00 -5.495089780708030114e-01
1.635263443310002396e+00 -6.009356341631232334e-01
1.641552918091963909e+00 -6.499859230536446653e-01
1.647842392873925421e+00 -6.964658780492202217e-01
1.654131867655886934e+00 -7.401916967019425142e-01
1.660421342437848446e+00 -7.809904676459168416e-01
1.666710817219809959e+00 -8.187008543658257365e-01
1.673000292001771694e+00 -8.531737331933928470e-01
1.679289766783733207e+00 -8.842727830087764307e-01
1.685579241565694719e+00 -9.118750243150327561e-01
1.691868716347656232e+00 -9.358713055538113723e-01
1.698158191129617745e+00 -9.561667347392505123e-01
1.704447665911579257e+00 -9.726810547031599086e-01
1.710737140693540770e+00 -9.853489604676158864e-01
1.717026615475502505e+00 -9.941203574899393214e-01
1.723316090257464017e+00 -9.989605597588272490e-01
1.729605565039425530e+00 -9.998504269583005089e-01
1.735895039821387043e+00 -9.967864401570344368e-01
1.742184514603348555e+00 -9.897807157237836773e-01
1.748473989385310068e+00 -9.788609574138623648e-01
1.754763464167271803e+00 -9.640703468161506695e-01
1.761052938949233315e+00 -9.454673725938632645e-01
1.767342413731194828e+00 -9.231255991943133621e-01
1.773631888513156341e+00 -8.971333759423150145e-01
1.779921363295117853e+00 -8.675934876676020258e-01
1.786210838077079366e+00 -8.346227482478197901e-01
1.792500312859041101e+00 -7.983515386744061137e-01
1.798789787641002613e+00 -7.589232914680887898e-01
1.805079262422964126e+00 -7.164939234827852887e-01
1.811368737204925639e+00 -6.712312193409044614e-01
1.817658211986887151e+00 -6.233141679382181444e-01
1.823947686768848664e+00 -5.729322546420210216e-01
1.830237161550810177e+00 -5.202847119815826593e-01
1.836526636332771911e+00 -4.655797317939573410e-01
1.842816111114733424e+00 -4.090336419407488711e-01
1.849105585896694937e+00 -3.508700508513330485e-01
1.855395060678656449e+00 -2.913189632755492919e-01
1.861684535460617962e+00 -2.306158707424417753e-01
1.867974010242579475e+00 -1.690008203218501814e-01
1.874263485024541209e+00 -1.067174653713594823e-01
1.880552959806502722e+00 -4.401210202238171193e-02
1.886842434588464235e+00 1.886730478446402987e-02
1.893131909370425747e+00 8.167210186320413012e-02
1.899421384152387260e+00 1.441539310679563202e-01
1.905710858934348773e+00 2.060657114116911381e-01
1.912000333716310507e+00 2.671626161345204142e-01
1.918289808498272020e+00 3.272030408577712990e-01
1.924579283280233533e+00 3.859495589953288452e-01
1.930868758062195045e+00 4.431698606441235588e-01
1.937158232844156558e+00 4.986376712409894552e-01
1.943447707626118071e+00 5.521336463530687189e-01
1.949737182408079583e+00 6.034462390634223183e-01
1.956026657190041318e+00 6.523725365217903915e-01
1.962316131972002831e+00 6.987190623523672484e-01
1.968605606753964343e+00 7.423025417456071695e-01
1.974895081535925856e+00 7.829506262084614532e-01
1.981184556317887369e+00 8.205025751070862405e-01
1.987474031099848881e+00 8.548098913069250848e-01
1.993763505881810616e+00 8.857369083965288548e-01
2.000052980663772129e+00 9.131613271729830394e-01
2.006342455445733641e+00 9.369746992674368169e-01
2.012631930227695154e+00 9.570828559982699213e-01
2.018921405009656667e+00 9.734062807560021069e-01
2.025210879791618179e+00 9.858804234473954597e-01
2.031500354573579692e+00 9.944559557552774542e-01
2.037789829355541205e+00 9.990989662046813047e-01
2.044079304137502717e+00 9.997910942639262055e-01
2.050368778919464230e+00 9.965296029503369901e-01
2.056658253701426187e+00 9.893273896534934275e-01
2.062947728483387699e+00 9.782129351332089495e-01
2.069237203265349212e+00 9.632301908939130408e-01
2.075526678047310725e+00 9.444384053808292379e-01
2.081816152829272237e+00 9.219118896852254164e-01
2.088105627611233750e+00 8.957397236852554512e-01
2.094395102393195263e+00 8.660254037844402619e-01
2.100684577175156775e+00 8.328864336407749702e-01
2.106974051957118288e+00 7.964538595049303060e-01
2.113263526739079801e+00 7.568717520049951242e-01
2.119553001521041313e+00 7.142966364270241231e-01
2.125842476303002826e+00 6.688968737443424795e-01
2.132131951084964339e+00 6.208519948432463798e-01
2.138421425866926295e+00 5.703519905779009802e-01
2.144710900648887808e+00 5.175965604618775195e-01
2.151000375430849321e+00 4.627943229673007197e-01
2.157289850212810833e+00 4.061619905544737175e-01
2.163579324994772346e+00 3.479235126942846756e-01
2.169868799776733859e+00 2.883091902722255129e-01
2.176158274558695371e+00 2.275547648760856412e-01
2.182447749340656884e+00 1.659004865687161434e-01
2.188737224122618397e+00 1.035901638322415663e-01
2.195026698904579909e+00 4.087019944071331595e-02
2.201316173686541422e+00 -2.201138392622280920e-02
2.207605648468502935e+00 -8.480592447550498736e-02
2.213895123250464891e+00 -1.472651046201410296e-01
2.220184598032426404e+00 -2.091419329375677483e-01
2.226474072814387917e+00 -2.701917208837796291e-01
2.232763547596349429e+00 -3.301730504008347777e-01
2.239053022378310942e+00 -3.888487285913860836e-01
2.245342497160272455e+00 -4.459867256850750805e-01
2.251631971942233967e+00 -5.013610925876055280e-01
2.257921446724195480e+00 -5.547528543841142579e-01
2.264210921506156993e+00 -6.059508762635458234e-01
2.270500396288118505e+00 -6.547526984397331606e-01
2.276789871070080018e+00 -7.009653367675935387e-01
2.283079345852041531e+00 -7.444060458884156350e-01
2.289368820634003043e+00 -7.849030418864016978e-01
2.295658295415965000e+00 -8.222961815988092393e-01
2.301947770197926513e+00 -8.564375958933460042e-01
2.308237244979888025e+00 -8.871922744086043755e-01
2.314526719761849538e+00 -9.144385994451648125e-01
2.320816194543811051e+00 -9.380688268961652199e-01
2.327105669325772563e+00 -9.579895123154885672e-01
2.333395144107734076e+00 -9.741218804387352659e-01
2.339684618889695589e+00 -9.864021366957139714e-01
2.345974093671657101e+00 -9.947817194825849807e-01
2.352263568453618614e+00 -9.992274921960793144e-01
2.358553043235580127e+00 -9.997218742703887218e-01
2.364842518017541639e+00 -9.962629106985547711e-01
2.371131992799503152e+00 -9.888642797634363824e-01
2.377421467581465109e+00 -9.775552389476862558e-01
2.383710942363426621e+00 -9.623805092366334302e-01
2.390000417145388134e+00 -9.434000982715822214e-01
2.396289891927349647e+00 -9.206890630528640207e-01
2.402579366709311159e+00 -8.943372131310280970e-01
2.408868841491272672e+00 -8.644487554598656587e-01
2.415158316273234185e+00 -8.311418823156940805e-01
2.421447791055195697e+00 -7.945483039124460189e-01
2.427737265837157210e+00 -7.548127275608009779e-01
2.434026740619118723e+00 -7.120922854310274275e-01
2.440316215401080235e+00 -6.665559131823762806e-01
2.446605690183041748e+00 -6.183836819162195075e-01
2.452895164965003261e+00 -5.677660860947116861e-01
2.459184639746965217e+00 -5.149032902408131607e-01
2.465474114528926730e+00 -4.600043373986110740e-01
2.471763589310888243e+00 -4.032863224839808303e-01
2.478053064092849755e+00 -3.449735337945928904e-01
2.484342538874811268e+00 -2.852965660740517384e-01
2.490632013656772781e+00 -2.244914086375740525e-01
2.496921488438734293e+00 -1.627985121650987743e-01
2.503210963220695806e+00 -1.004618378521719008e-01
2.509500438002657319e+00 -3.772789267872060648e-02
2.515789912784618831e+00 2.515524538937295371e-02
2.522079387566580344e+00 8.793890841105890532e-02
2.528368862348541857e+00 1.503748218139313864e-01
2.534658337130503369e+00 2.122160861825031497e-01
2.540947811912465326e+00 2.732181536084651308e-01
2.547237286694426839e+00 3.331397947420573491e-01
2.553526761476388351e+00 3.917440527203943645e-01
2.559816236258349864e+00 4.487991802004597242e-01
2.566105711040311377e+00 5.040795557913226865e-01
2.572395185822272889e+00 5.573665762616407671e-01
2.578684660604234402e+00 6.084495209942162308e-01
2.584974135386195915e+00 6.571263852691854312e-01
2.591263610168157427e+00 7.032046790806814052e-01
2.597553084950118940e+00 7.465021883280500425e-01
2.603842559732080453e+00 7.868476953715862754e-01
2.610132034514041965e+00 8.240816561033612597e-01
2.616421509296003478e+00 8.580568308556849599e-01
2.622710984077965435e+00 8.886388666523554747e-01
2.629000458859926947e+00 9.157068285001689345e-01
2.635289933641888460e+00 9.391536776197677572e-01
2.641579408423849973e+00 9.588866947246489358e-01
2.647868883205811485e+00 9.748278466745337045e-01
2.654158357987772998e+00 9.869140950531597456e-01
2.660447832769734511e+00 9.950976454502655777e-01
2.666737307551696023e+00 9.993461364619806719e-01
2.673026782333657536e+00 9.996427676622300362e-01
2.679316257115619049e+00 9.959863660391046203e-01
2.685605731897580561e+00 9.883913906334732546e-01
2.691895206679542074e+00 9.768878753614937960e-01
2.698184681461504031e+00 9.615213102471259488e-01
2.704474156243465544e+00 9.423524615343189526e-01
2.710763631025427056e+00 9.194571313902055731e-01
2.717053105807388569e+00 8.929258581495700398e-01
2.723342580589350082e+00 8.628635582859326414e-01
2.729632055371311594e+00 8.293891115250840995e-01
2.735921530153273107e+00 7.926348907416859157e-01
2.742211004935234619e+00 7.527462384979557442e-01
2.748500479717196132e+00 7.098808922944317423e-01
2.754789954499157645e+00 6.642083608056169597e-01
2.761079429281119157e+00 6.159092535671822910e-01
2.767368904063080670e+00 5.651745667653980121e-01
2.773658378845042183e+00 5.122049279531193378e-01
2.779947853627004140e+00 4.572098026790806791e-01
2.786237328408965652e+00 4.004066661678050143e-01
2.792526803190927165e+00 3.420201433256693790e-01
2.798816277972888678e+00 2.822811204739718582e-01
2.805105752754850190e+00 2.214258323215622382e-01
2.811395227536811703e+00 1.596949277875520379e-01
2.817684702318773216e+00 9.733251836830472681e-02
2.823974177100734728e+00 3.458521281182243973e-02
2.830263651882696241e+00 -2.829885808311350184e-02
2.836553126664657754e+00 -9.107102268663677669e-02
2.842842601446619266e+00 -1.534830518962127799e-01
2.849132076228580779e+00 -2.152881407450873974e-01
2.855421551010542291e+00 -2.762418843790686029e-01
2.861711025792504248e+00 -3.361032445422142412e-01
2.868000500574465761e+00 -3.946355027494395373e-01
2.874289975356427274e+00 -4.516071963768942821e-01
2.880579450138388786e+00 -5.067930339682691354e-01
2.886868924920350299e+00 -5.599747861375926616e-01
2.893158399702311812e+00 -6.109421485454207268e-01
2.899447874484273324e+00 -6.594935735358942175e-01
2.905737349266234837e+00 -7.054370671459518904e-01
2.912026824048196350e+00 -7.485909483349875160e-01
2.918316298830157862e+00 -7.887845674326288137e-01
2.924605773612119375e+00 -8.258589809635410450e-01
2.930895248394080888e+00 -8.596675801807418527e-01
2.937184723176042400e+00 -8.900766708219031154e-01
2.943474197958004357e+00 -9.169660017960125087e-01
2.949763672739965870e+00 -9.402292407097584404e-01
2.956053147521927382e+00 -9.597743943531887867e-01
2.962342622303888895e+00 -9.755241724818385363e-01
2.968632097085850408e+00 -9.874162934567883854e-01
2.974921571867811920e+00 -9.954037305340123210e-01
2.981211046649773433e+00 -9.994548978290692665e-01
2.987500521431734946e+00 -9.995537752217640293e-01
2.993789996213696458e+00 -9.956999717068381051e-01
3.000079470995657971e+00 -9.879087269401787275e-01
3.006368945777619484e+00 -9.762108509744303886e-01
3.012658420559580996e+00 -9.606526024223219773e-01
3.018947895341542953e+00 -9.412955055295030293e-01
3.025237370123504466e+00 -9.182161068802748849e-01
3.031526844905465978e+00 -8.915056726982846236e-01
3.037816319687427491e+00 -8.612698279392313472e-01
3.044105794469389004e+00 -8.276281386027335429e-01
3.050395269251350516e+00 -7.907136389150959399e-01
3.056684744033312029e+00 -7.506723052527264350e-01
3.062974218815273542e+00 -7.076624788865062410e-01
3.069263693597235054e+00 -6.618542398298695728e-01
3.075553168379196567e+00 -6.134287342666657761e-01
3.081842643161158080e+00 -5.625774582184408512e-01
3.088132117943119592e+00 -5.095015002838766405e-01
3.094421592725081105e+00 -4.544107464448836620e-01
3.100711067507043062e+00 -3.975230500839156411e-01
3.107000542289004574e+00 -3.390633704946774962e-01
3.113290017070966087e+00 -2.792628832928318316e-01
3.119579491852927600e+00 -2.183580662446467369e-01
3.125868966634889112e+00 -1.565897641285584618e-01
3.132158441416850625e+00 -9.420223632763004284e-02
3.138447916198812138e+00 -3.144219091912386910e-02
3.144737390980773650e+00 3.144219091911787389e-02
3.151026865762735163e+00 9.420223632762052268e-02
3.157316340544696676e+00 1.565897641285525221e-01
3.163605815326658188e+00 2.183580662446408804e-01
3.169895290108619701e+00 2.792628832928261140e-01
3.176184764890581214e+00 3.390633704946718341e-01
3.182474239672543170e+00 3.975230500839134207e-01
3.188763714454504683e+00 4.544107464448751688e-01
3.195053189236466196e+00 5.095015002838714224e-01
3.201342664018427708e+00 5.625774582184358552e-01
3.207632138800389221e+00 6.134287342666582266e-01
3.213921613582350734e+00 6.618542398298676854e-01
3.220211088364312246e+00 7.076624788865020221e-01
3.226500563146273759e+00 7.506723052527201068e-01
3.232790037928235272e+00 7.907136389150922762e-01
3.239079512710196784e+00 8.276281386027282139e-01
3.245368987492158297e+00 8.612698279392265732e-01
3.251658462274119810e+00 8.915056726982819590e-01
3.257947937056081322e+00 9.182161068802711101e-01
3.264237411838043279e+00 9.412955055295021412e-01
3.270526886620004792e+00 9.606526024223213112e-01
3.276816361401966304e+00 9.762108509744290563e-01
3.283105836183927817e+00 9.879087269401772842e-01
3.289395310965889330e+00 9.956999717068375499e-01
3.295684785747850842e+00 9.995537752217636962e-01
3.301974260529812355e+00 9.994548978290694885e-01
3.308263735311773868e+00 9.954037305340128761e-01
3.314553210093735380e+00 9.874162934567899397e-01
3.320842684875696893e+00 9.755241724818390914e-01
3.327132159657658406e+00 9.597743943531904520e-01
3.333421634439619918e+00 9.402292407097616600e-01
3.339711109221581431e+00 9.169660017960149512e-01
3.346000584003543388e+00 8.900766708219058909e-01
3.352290058785504900e+00 8.596675801807466266e-01
3.358579533567466413e+00 8.258589809635464851e-01
3.364869008349427926e+00 7.887845674326325884e-01
3.371158483131389438e+00 7.485909483349937332e-01
3.377447957913350951e+00 7.054370671459536668e-01
3.383737432695312464e+00 6.594935735358987694e-01
3.390026907477273976e+00 6.109421485454282763e-01
3.396316382259235489e+00 5.599747861375975466e-01
3.402605857041197002e+00 5.067930339682774621e-01
3.408895331823158514e+00 4.516071963768964470e-01
3.415184806605120027e+00 3.946355027494450884e-01
3.421474281387081540e+00 3.361032445422232895e-01
3.427763756169043496e+00 2.762418843790778178e-01
3.434053230951005009e+00 2.152881407450897844e-01
3.440342705732966522e+00 1.534830518962187196e-01
3.446632180514928034e+00 9.107102268664629685e-02
3.452921655296889547e+00 2.829885808311950052e-02
3.459211130078851060e+00 -3.458521281181288487e-02
3.465500604860812572e+00 -9.733251836830228432e-02
3.471790079642774085e+00 -1.596949277875460982e-01
3.478079554424735598e+00 -2.214258323215529123e-01
3.484369029206697110e+00 -2.822811204739694713e-01
3.490658503988658623e+00 -3.420201433256637724e-01
3.496947978770620136e+00 -4.004066661677962435e-01
3.503237453552582092e+00 -4.572098026790753500e-01
3.509526928334543605e+00 -5.122049279531142307e-01
3.515816403116505118e+00 -5.651745667653901295e-01
3.522105877898466630e+00 -6.159092535671804036e-01
3.528395352680428143e+00 -6.642083608056124078e-01
3.534684827462389656e+00 -7.098808922944249700e-01
3.540974302244351168e+00 -7.527462384979541898e-01
3.547263777026312681e+00 -7.926348907416822520e-01
3.553553251808274194e+00 -8.293891115250787704e-01
3.559842726590235706e+00 -8.628635582859296438e-01
3.566132201372197219e+00 -8.929258581495658209e-01
3.572421676154158732e+00 -9.194571313902019094e-01
3.578711150936120244e+00 -9.423524615343169542e-01
3.585000625718082201e+00 -9.615213102471252826e-01
