x, y
9.874475407679629280e-01 -9.768878753614911314e-01
9.937370155499244406e-01 -9.157068285001723762e-01
1.000026490331886064e+00 -5.040795557913331226e-01
1.006315965113847577e+00 1.004618378521564270e-01
1.012605439895809090e+00 6.665559131823620698e-01
1.018894914677770602e+00 9.775552389476830362e-01
1.025184389459732115e+00 9.144385994451725841e-01
1.031473864241693850e+00 5.013610925876097468e-01
1.037763339023655362e+00 -1.035901638322331703e-01
1.044052813805616875e+00 -6.688968737443335977e-01
1.050342288587578388e+00 -9.782129351332063960e-01
1.056631763369539900e+00 -9.131613271729879244e-01
1.062921238151501413e+00 -4.986376712410029444e-01
1.069210712933463148e+00 1.067174653713581500e-01
1.075500187715424660e+00 6.712312193409009087e-01
1.081789662497386173e+00 9.788609574138605884e-01
1.088079137279347686e+00 9.118750243150361978e-01
1.094368612061309198e+00 4.959093186844085732e-01
1.100658086843270711e+00 -1.098437115424763799e-01
1.106947561625232446e+00 -6.735589268868680257e-01
1.113237036407193958e+00 -9.794992993811166837e-01
1.119526511189155471e+00 -9.105797035920358828e-01
1.125815985971116984e+00 -4.931760618994888157e-01
1.132105460753078496e+00 1.129688714290545820e-01
1.138394935535040009e+00 6.758799733626642547e-01
1.144684410317001522e+00 9.801279547221722899e-01
1.150973885098963256e+00 9.092753778138924492e-01
1.157263359880924769e+00 4.904379279164302607e-01
1.163552834662886282e+00 -1.160929141252173558e-01
1.169842309444847794e+00 -6.781943358146554912e-01
1.176131784226809307e+00 -9.807469172200363738e-01
1.182421259008770820e+00 -9.079620598795538067e-01
1.188710733790732554e+00 -4.876949438136395920e-01
1.195000208572694067e+00 1.192158087361658569e-01
1.201289683354655580e+00 6.805019913552455835e-01
1.207579158136617092e+00 9.813561807535573500e-01
1.213868632918578605e+00 9.066397627768947309e-01
1.220158107700540118e+00 4.849471367175005043e-01
1.226447582482501630e+00 -1.223375243784268762e-01
1.232737057264463365e+00 -6.828029171631861960e-01
1.239026532046424878e+00 -9.819557392975055699e-01
1.245316006828386390e+00 -9.053084995825998460e-01
1.251605481610347903e+00 -4.821945338020557914e-01
1.257894956392309416e+00 1.254580301802711018e-01
1.264184431174270928e+00 6.850970904837612174e-01
1.270473905956232663e+00 9.825455869226277228e-01
1.276763380738194176e+00 9.039682834620169638e-01
1.283052855520155688e+00 4.794371622888255469e-01
1.289342330302117201e+00 -1.285772952818491077e-01
1.295631805084078714e+00 -6.873844886290946254e-01
1.301921279866040226e+00 -9.831257177957000160e-01
1.308210754648001739e+00 -9.026191276690447296e-01
1.314500229429963474e+00 -4.766750494464260246e-01
1.320789704211924986e+00 1.316952888356235085e-01
1.327079178993886499e+00 6.896650889782605098e-01
1.333368653775848012e+00 9.836961261796094425e-01
1.339658128557809524e+00 9.012610455459594272e-01
1.345947603339771037e+00 4.739082225904744927e-01
1.352237078121732772e+00 -1.348119800065754048e-01
1.358526552903694284e+00 -6.919388689775385348e-01
1.364816027685655797e+00 -9.842568064333664379e-01
1.371105502467617310e+00 -8.998940505233243847e-01
1.377394977249578822e+00 -4.711367090830319571e-01
1.383684452031540335e+00 1.379273379726360382e-01
1.389973926813502070e+00 6.942058061407290204e-01
1.396263401595463582e+00 9.848077530122043566e-01
1.402552876377425095e+00 8.985181561198773981e-01
1.408842351159386608e+00 4.683605363326824311e-01
1.415131825941348120e+00 -1.410413319248930708e-01
1.421421300723309633e+00 -6.964658780492014589e-01
1.427710775505271146e+00 -9.853489604676113345e-01
1.434000250287232880e+00 -8.971333759423155696e-01
1.440289725069194393e+00 -4.655797317939616708e-01
1.446579199851155906e+00 1.441539310679514907e-01
1.452868674633117418e+00 6.987190623523612532e-01
1.459158149415078931e+00 9.858804234473940165e-01
1.465447624197040444e+00 8.957397236852607803e-01
1.471737098979002178e+00 4.627943229673113223e-01
1.478026573760963691e+00 -1.472651046201256253e-01
1.484316048542925204e+00 -7.009653367675849900e-01
1.490605523324886716e+00 -9.864021366957114179e-01
1.496894998106848229e+00 -8.943372131310366457e-01
1.503184472888809742e+00 -4.600043373986311690e-01
1.509473947670771476e+00 1.503748218139406012e-01
1.515763422452732989e+00 7.032046790806854020e-01
1.522052897234694502e+00 9.869140950531600787e-01
1.528342372016656014e+00 8.929258581495819191e-01
1.534631846798617527e+00 4.572098026791071579e-01
1.540921321580579040e+00 -1.534830518961833590e-01
1.547210796362540552e+00 -7.054370671459282427e-01
1.553500271144502287e+00 -9.874162934567876082e-01
1.559789745926463800e+00 -8.915056726982885094e-01
1.566079220708425312e+00 -4.544107464448880473e-01
1.572368695490386825e+00 1.565897641285441955e-01
1.578658170272348338e+00 7.076624788864934734e-01
1.584947645054309850e+00 9.879087269401753968e-01
1.591237119836271585e+00 8.900766708219145507e-01
1.597526594618233098e+00 4.516071963769135444e-01
1.603816069400194610e+00 -1.596949277875272521e-01
1.610105544182156123e+00 -7.098808922944115363e-01
1.616395018964117636e+00 -9.883913906334688138e-01
1.622684493746079148e+00 -8.886388666523685753e-01
1.628973968528040661e+00 -4.487991802004885344e-01
1.635263443310002396e+00 1.627985121650915301e-01
1.641552918091963909e+00 7.120922854310222094e-01
1.647842392873925421e+00 9.888642797634347170e-01
1.654131867655886934e+00 8.871922744086078172e-01
1.660421342437848446e+00 4.459867256850848505e-01
1.666710817219809959e+00 -1.659004865686738439e-01
1.673000292001771694e+00 -7.142966364270115776e-01
1.679289766783733207e+00 -9.893273896534913181e-01
1.685579241565694719e+00 -8.857369083965372925e-01
1.691868716347656232e+00 -4.431698606441428767e-01
1.698158191129617745e+00 1.690008203218289207e-01
1.704447665911579257e+00 7.164939234827677472e-01
1.710737140693540770e+00 9.897807157237800135e-01
1.717026615475502505e+00 8.842727830087764307e-01
1.723316090257464017e+00 4.403486129346440014e-01
1.729605565039425530e+00 -1.720994827641402214e-01
1.735895039821387043e+00 -7.186841248685167383e-01
1.742184514603348555e+00 -9.902242534911939176e-01
1.748473989385310068e+00 -8.827999127246358713e-01
1.754763464167271803e+00 -4.375230104569113876e-01
1.761052938949233315e+00 1.751964432518595127e-01
1.767342413731194828e+00 7.208672189245771689e-01
1.773631888513156341e+00 9.906579985694299317e-01
1.779921363295117853e+00 8.813183121098140393e-01
1.786210838077079366e+00 4.346930811544106321e-01
1.792500312859041101e+00 -1.782916711579578262e-01
1.798789787641002613e+00 -7.230431840614953698e-01
1.805079262422964126e+00 -9.910819466690167223e-01
1.811368737204925639e+00 -8.798279958164406667e-01
1.817658211986887151e+00 -4.318588530133203318e-01
1.823947686768848664e+00 1.813851358726243090e-01
1.830237161550810177e+00 7.252119987603773410e-01
1.836526636332771911e+00 9.914960935973844425e-01
1.842816111114733424e+00 8.783289785827705920e-01
1.849105585896694937e+00 4.290203540623316880e-01
1.855395060678656449e+00 -1.844768068034848829e-01
1.861684535460617962e+00 -7.273736415730227556e-01
1.867974010242579475e+00 -9.919004352588718376e-01
1.874263485024541209e+00 -8.768212752331597803e-01
1.880552959806502722e+00 -4.261776123724485554e-01
1.886842434588464235e+00 1.875666533758210131e-01
1.893131909370425747e+00 7.295280911221759812e-01
1.899421384152387260e+00 9.922949676548111775e-01
1.905710858934348773e+00 8.753049006778234054e-01
1.912000333716310507e+00 4.233306560565556764e-01
1.918289808498272020e+00 -1.906546450330398046e-01
1.924579283280233533e+00 -7.316753261016599730e-01
1.930868758062195045e+00 -9.926796868835168208e-01
1.937158232844156558e+00 -8.737798699127433677e-01
1.943447707626118071e+00 -4.204795132692435988e-01
1.949737182408079583e+00 1.937407512368642948e-01
1.956026657190041318e+00 7.338153252767227741e-01
1.962316131972002831e+00 9.930545891403665948e-01
1.968605606753964343e+00 8.722461980194915476e-01
1.974895081535925856e+00 4.176242122064784401e-01
1.981184556317887369e+00 -1.968249414676913056e-01
1.987474031099848881e+00 -7.359480674840924719e-01
1.993763505881810616e+00 -9.934196707178086783e-01
2.000052980663772129e+00 -8.707039001651372123e-01
2.006342455445733641e+00 -4.147647811054265277e-01
2.012631930227695154e+00 1.999071852247818748e-01
2.018921405009656667e+00 7.380735316323221440e-01
2.025210879791618179e+00 9.937749280054212209e-01
2.031500354573579692e+00 8.691529916020129809e-01
2.037789829355541205e+00 4.119012482440201905e-01
2.044079304137502717e+00 -2.029874520267300197e-01
2.050368778919464230e+00 -7.401916967019208649e-01
2.056658253701426187e+00 -9.941203574899385442e-01
2.062947728483387699e+00 -8.675934876676056895e-01
2.069237203265349212e+00 -4.090336419407555879e-01
2.075526678047310725e+00 2.060657114116804800e-01
2.081816152829272237e+00 7.423025417455998420e-01
2.088105627611233750e+00 9.944559557552758999e-01
2.094395102393195263e+00 8.660254037844474784e-01
2.100684577175156775e+00 4.061619905544901488e-01
2.106974051957118288e+00 -2.091419329375466818e-01
2.113263526739079801e+00 -7.444060458884036446e-01
2.119553001521041313e+00 -9.947817194825827603e-01
2.125842476303002826e+00 -8.644487554598782042e-01
2.132131951084964339e+00 -4.032863224840330663e-01
2.138421425866926295e+00 2.122160861825063971e-01
2.144710900648887808e+00 7.465021883280498205e-01
2.151000375430849321e+00 9.950976454502655777e-01
2.157289850212810833e+00 8.628635582859345288e-01
2.163579324994772346e+00 4.004066661678117311e-01
2.169868799776733859e+00 -2.152881407450802365e-01
2.176158274558695371e+00 -7.485909483349826310e-01
2.182447749340656884e+00 -9.954037305340085462e-01
2.188737224122618397e+00 -8.612698279392531076e-01
2.195026698904579909e+00 -3.975230500839549985e-01
2.201316173686541422e+00 2.183580662445990250e-01
2.207605648468502935e+00 7.506723052526917961e-01
2.213895123250464891e+00 9.956999717068382161e-01
2.220184598032426404e+00 8.596675801807431849e-01
2.226474072814387917e+00 3.946355027494387602e-01
2.232763547596349429e+00 -2.214258323215596014e-01
2.239053022378310942e+00 -7.527462384979539678e-01
2.245342497160272455e+00 -9.959863660391015117e-01
2.251631971942233967e+00 -8.580568308557046109e-01
2.257921446724195480e+00 -3.917440527204295031e-01
2.264210921506156993e+00 2.244914086375368045e-01
2.270500396288118505e+00 7.548127275607736664e-01
2.276789871070080018e+00 9.962629106985508853e-01
2.283079345852041531e+00 8.564375958933675426e-01
2.289368820634003043e+00 3.888487285914278280e-01
2.295658295415965000e+00 -2.275547648760657127e-01
2.301947770197926513e+00 -7.568717520049794700e-01
2.308237244979888025e+00 -9.965296029503349917e-01
2.314526719761849538e+00 -8.548098913069376303e-01
2.320816194543811051e+00 -3.859495589953509942e-01
2.327105669325772563e+00 2.306158707424149634e-01
2.333395144107734076e+00 7.589232914680709152e-01
2.339684618889695589e+00 9.967864401570318833e-01
2.345974093671657101e+00 8.531737331934090562e-01
2.352263568453618614e+00 3.830465726031981322e-01
2.358553043235580127e+00 -2.336746959642186927e-01
2.364842518017541639e+00 -7.609673256616439341e-01
2.371131992799503152e+00 -9.970334197786872021e-01
2.377421467581465109e+00 -8.515291377333173983e-01
2.383710942363426621e+00 -3.801397981236090406e-01
2.390000417145388134e+00 2.367312102916651062e-01
2.396289891927349647e+00 7.630038343715164206e-01
2.402579366709311159e+00 9.972705393728313883e-01
2.408868841491272672e+00 8.498761211906972202e-01
2.415158316273234185e+00 3.772292643027904124e-01
2.421447791055195697e+00 -2.397853834977127785e-01
2.427737265837157210e+00 -7.650327974578734480e-01
2.434026740619118723e+00 -9.974977965944977765e-01
2.440316215401080235e+00 -8.482146999128177267e-01
2.446605690183041748e+00 -3.743149999240475978e-01
2.452895164965003261e+00 2.428371853785278867e-01
2.459184639746965217e+00 7.670541948555948952e-01
2.465474114528926730e+00 9.977151891962610097e-01
2.471763589310888243e+00 8.465448903300656358e-01
2.478053064092849755e+00 3.713970338075786026e-01
2.484342538874811268e+00 -2.458865857538375943e-01
2.490632013656772781e+00 -7.690680065743072946e-01
2.496921488438734293e+00 -9.979227150282421466e-01
2.503210963220695806e+00 -8.448667089558276055e-01
2.509500438002657319e+00 -3.684753948102685861e-01
2.515789912784618831e+00 2.489335544668429268e-01
2.522079387566580344e+00 7.710742126986915856e-01
2.528368862348541857e+00 9.981203720381429667e-01
2.534658337130503369e+00 8.431801723862522024e-01
2.540947811912465326e+00 3.655501118252194592e-01
2.547237286694426839e+00 -2.519780613851230200e-01
2.553526761476388351e+00 -7.730727933887151515e-01
2.559816236258349864e+00 -9.983081582712678426e-01
2.566105711040311377e+00 -8.414852973000696013e-01
2.572395185822272889e+00 -3.626212137817020342e-01
2.578684660604234402e+00 2.550200764002722442e-01
2.584974135386195915e+00 7.750637288795755309e-01
2.591263610168157427e+00 9.984860718705200755e-01
2.597553084950118940e+00 8.397821004585640514e-01
2.603842559732080453e+00 3.596887296445790971e-01
2.610132034514041965e+00 -2.580595694288035924e-01
2.616421509296003478e+00 -7.770469994822569726e-01
2.622710984077965435e+00 -9.986541110764567408e-01
2.629000458859926947e+00 -8.380705987052247119e-01
2.635289933641888460e+00 -3.567526884142303012e-01
2.641579408423849973e+00 2.610965104120880342e-01
2.647868883205811485e+00 7.790225855834899127e-01
2.654158357987772998e+00 9.988122742272689258e-01
2.660447832769734511e+00 8.363508089657791800e-01
2.666737307551696023e+00 3.538131191263454989e-01
2.673026782333657536e+00 -2.641308693165975718e-01
2.679316257115619049e+00 -7.809904676458752082e-01
2.685605731897580561e+00 -9.989605597588242514e-01
2.691895206679542074e+00 -8.346227482478565385e-01
2.698184681461504031e+00 -3.508700508513455385e-01
2.704474156243465544e+00 2.671626161345041495e-01
2.710763631025427056e+00 7.829506262084509061e-01
2.717053105807388569e+00 9.990989662046805275e-01
2.723342580589350082e+00 8.328864336407862945e-01
2.729632055371311594e+00 3.479235126943072132e-01
2.735921530153273107e+00 -2.701917208837564810e-01
2.742211004935234619e+00 -7.849030418863868208e-01
2.748500479717196132e+00 -9.992274921960782041e-01
2.754789954499157645e+00 -8.311418823157112890e-01
2.761079429281119157e+00 -3.449735337946220892e-01
2.767368904063080670e+00 2.732181536084317686e-01
2.773658378845042183e+00 7.868476953715670685e-01
2.779947853627004140e+00 9.993461364619815601e-01
2.786237328408965652e+00 8.293891115251054158e-01
2.792526803190927165e+00 3.420201433257086254e-01
2.798816277972888678e+00 -2.762418843790318546e-01
2.805105752754850190e+00 -7.887845674326031675e-01
2.811395227536811703e+00 -9.994548978290677121e-01
2.817684702318773216e+00 -8.276281386027589670e-01
2.823974177100734728e+00 -3.390633704947234595e-01
2.830263651882696241e+00 2.792628832927791516e-01
2.836553126664657754e+00 7.907136389150601907e-01
2.842842601446619266e+00 9.995537752217621419e-01
2.849132076228580779e+00 8.258589809635760171e-01
2.855421551010542291e+00 3.361032445422726389e-01
2.861711025792504248e+00 -2.822811204739669177e-01
2.868000500574465761e+00 -7.926348907416806977e-01
2.874289975356427274e+00 -9.996427676622297032e-01
2.880579450138388786e+00 -8.240816561033702525e-01
2.886868924920350299e+00 -3.331397947420688954e-01
2.893158399702311812e+00 2.852965660740365839e-01
2.899447874484273324e+00 7.945483039124342506e-01
2.905737349266234837e+00 9.997218742703882777e-01
2.912026824048196350e+00 8.222961815988202305e-01
2.918316298830157862e+00 3.301730504008564271e-01
2.924605773612119375e+00 -2.883091902722001998e-01
2.930895248394080888e+00 -7.964538595049143188e-01
2.937184723176042400e+00 -9.997910942639256504e-01
2.943474197958004357e+00 -8.205025751071034490e-01
2.949763672739965870e+00 -3.272030408577996097e-01
2.956053147521927382e+00 2.913189632755172065e-01
2.962342622303888895e+00 7.983515386743859077e-01
2.968632097085850408e+00 9.998504269582998427e-01
2.974921571867811920e+00 8.187008543658491622e-01
2.981211046649773433e+00 3.242297954844072794e-01
2.987500521431734946e+00 -2.943258553192433791e-01
2.993789996213696458e+00 -8.002413226540069369e-01
3.000079470995657971e+00 -9.998998717667482161e-01
3.006368945777619484e+00 -8.168910371929316572e-01
3.012658420559580996e+00 -3.212533436841884527e-01
3.018947895341542953e+00 2.973298366671798254e-01
3.025237370123504466e+00 8.021231927550473984e-01
3.031526844905465978e+00 9.999394282002936896e-01
3.037816319687427491e+00 8.150731414862607549e-01
3.044105794469389004e+00 3.182737148923077686e-01
3.050395269251350516e+00 -3.003308776117495915e-01
3.056684744033312029e+00 -8.039971303669051217e-01
3.062974218815273542e+00 -9.999690958677464048e-01
3.069263693597235054e+00 -8.132471852237697085e-01
3.075553168379196567e+00 -3.152909385755639504e-01
3.081842643161158080e+00 3.033289484745632092e-01
3.088132117943119592e+00 8.058631169576286890e-01
3.094421592725081105e+00 9.999888744757137182e-01
3.100711067507043062e+00 8.114131864628745250e-01
3.107000542289004574e+00 3.123050442315054021e-01
3.113290017070966087e+00 -3.063240196067658072e-01
3.119579491852927600e+00 -8.077211340737948664e-01
3.125868966634889112e+00 -9.999987638285974256e-01
3.132158441416850625e+00 -8.095711633407579599e-01
3.138447916198812138e+00 -3.093160613888932264e-01
3.144737390980773650e+00 3.093160613888429333e-01
3.151026865762735163e+00 8.095711633407268737e-01
3.157316340544696676e+00 9.999987638285974256e-01
3.163605815326658188e+00 8.077211340738260636e-01
3.169895290108619701e+00 3.063240196068161558e-01
3.176184764890581214e+00 -3.123050442314551089e-01
3.182474239672543170e+00 -8.114131864628436608e-01
3.188763714454504683e+00 -9.999888744757142733e-01
3.195053189236466196e+00 -8.058631169576936371e-01
3.201342664018427708e+00 -3.033289484746677922e-01
3.207632138800389221e+00 3.152909385754598115e-01
3.213921613582350734e+00 8.132471852237057597e-01
3.220211088364312246e+00 9.999690958677472929e-01
3.226500563146273759e+00 8.039971303669704028e-01
3.232790037928235272e+00 3.003308776118000512e-01
3.239079512710196784e+00 -3.182737148922575865e-01
3.245368987492158297e+00 -8.150731414862301127e-01
3.251658462274119810e+00 -9.999394282002943557e-01
3.257947937056081322e+00 -8.021231927550790397e-01
3.264237411838043279e+00 -2.973298366671761062e-01
3.270526886620004792e+00 3.212533436841383261e-01
3.276816361401966304e+00 8.168910371929011260e-01
3.283105836183927817e+00 9.998998717667489933e-01
3.289395310965889330e+00 8.002413226540386892e-01
3.295684785747850842e+00 2.943258553192939497e-01
3.301974260529812355e+00 -3.242297954843572083e-01
3.308263735311773868e+00 -8.187008543658187421e-01
3.314553210093735380e+00 -9.998504269583007309e-01
3.320842684875696893e+00 -7.983515386744177711e-01
3.327132159657658406e+00 -2.913189632756221781e-01
3.333421634439619918e+00 3.272030408576959148e-01
3.339711109221581431e+00 8.205025751070407214e-01
3.346000584003543388e+00 9.997910942639267606e-01
3.352290058785504900e+00 7.964538595049462932e-01
3.358579533567466413e+00 2.883091902722508815e-01
3.364869008349427926e+00 -3.301730504008064671e-01
3.371158483131389438e+00 -8.222961815987901435e-01
3.377447957913350951e+00 -9.997218742703896099e-01
3.383737432695312464e+00 -7.945483039124663360e-01
3.390026907477273976e+00 -2.852965660740872655e-01
3.396316382259235489e+00 3.331397947420189909e-01
3.402605857041197002e+00 8.240816561033402765e-01
3.408895331823158514e+00 9.996427676622311465e-01
3.415184806605120027e+00 7.926348907417128942e-01
3.421474281387081540e+00 2.822811204740176549e-01
3.427763756169043496e+00 -3.361032445422227899e-01
3.434053230951005009e+00 -8.258589809635461521e-01
3.440342705732966522e+00 -9.995537752217638072e-01
3.446632180514928034e+00 -7.907136389151273592e-01
3.452921655296889547e+00 -2.792628832928845672e-01
3.459211130078851060e+00 3.390633704946202087e-01
3.465500604860812572e+00 8.276281386026973497e-01
3.471790079642774085e+00 9.994548978290713759e-01
3.478079554424735598e+00 7.887845674326706691e-01
3.484369029206697110e+00 2.762418843791373813e-01
3.490658503988658623e+00 -3.420201433256054857e-01
3.496947978770620136e+00 -8.293891115250441315e-01
3.503237453552582092e+00 -9.993461364619813381e-01
3.509526928334543605e+00 -7.868476953715997091e-01
3.515816403116505118e+00 -2.732181536084826723e-01
3.522105877898466630e+00 3.449735337945724623e-01
3.528395352680428143e+00 8.311418823156818680e-01
3.534684827462389656e+00 9.992274921960803136e-01
3.540974302244351168e+00 7.849030418864196834e-01
3.547263777026312681e+00 2.701917208838074402e-01
3.553553251808274194e+00 -3.479235126942575862e-01
3.559842726590235706e+00 -8.328864336407569846e-01
3.566132201372197219e+00 -9.990989662046828590e-01
3.572421676154158732e+00 -7.829506262084838797e-01
3.578711150936120244e+00 -2.671626161345551642e-01
3.585000625718082201e+00 3.508700508512960226e-01
